region,year,manufacturer,model,fuel,odometer,title_status,transmission,state,lat,long,price_category
hartford,2017.0,rover,discovery sport hse,other,43902.0,clean,other,ct,41.76,-72.68,high
corvallis/albany,2003.0,ram,,diesel,188030.0,clean,manual,or,45.382346,-122.605132,high
redding,2016.0,ford,f150 supercrew cab lariat,other,41448.0,clean,other,ca,33.7865,-84.4454,high
lake of the ozarks,2020.0,jeep,wrangler sport suv 2d,gas,3181.0,clean,other,mo,37.99,-92.83,high
indianapolis,2015.0,chevrolet,silverado 1500 double,gas,33088.0,clean,other,in,39.77,-86.14,high
orlando,2005.0,ford,excursion,gas,172000.0,clean,automatic,fl,28.3537,-81.4198,medium
stockton,2007.0,dodge,caliber sxt,gas,108279.0,clean,automatic,ca,38.0315,-121.2589,low
state college,2019.0,ford,f250 super duty regular cab,other,9313.0,clean,other,pa,40.79,-77.85,high
lansing,2013.0,dodge,grand caravan,gas,157068.0,clean,automatic,mi,43.1824,-84.1122,low
lincoln,2011.0,ford,edge,gas,137325.0,clean,automatic,ne,41.438366,-97.316899,medium
richmond,2016.0,tesla,s model 90d,electric,53248.0,clean,automatic,va,37.4638,-77.398,high
eugene,2012.0,ford,f-150,gas,89548.0,clean,automatic,or,45.379929,-122.583757,high
mason city,2009.0,chevrolet,hhr ls,gas,124500.0,clean,automatic,ia,42.740738,-93.202465,low
cleveland,2005.0,chevrolet,trailblazer,gas,151000.0,clean,automatic,oh,41.103533,-81.152649,low
roanoke,2016.0,kia,soul,gas,89291.0,clean,automatic,va,,,medium
los angeles,2010.0,ford,focus,gas,133254.0,clean,automatic,ca,33.946412,-117.295118,low
appleton-oshkosh-FDL,2017.0,mini,hardtop 2 door john cooper,other,24062.0,clean,other,wi,44.26,-88.39,high
south jersey,2014.0,bmw,x3 xdrive28i,gas,118986.0,clean,automatic,nj,39.9999,-74.2228,medium
okaloosa / walton,2011.0,ford,f-150,gas,155000.0,clean,automatic,fl,30.441402,-86.595601,medium
pittsburgh,2004.0,honda,civic,gas,163519.0,clean,automatic,pa,39.905181,-79.727095,low
little rock,2007.0,bmw,328ci,gas,121988.0,clean,automatic,ar,34.5268,-92.9587,low
fort collins / north CO,2015.0,lincoln,mkz base,other,49112.0,clean,automatic,co,40.40815,-105.064075,medium
baton rouge,2019.0,audi,q8 premium sport utility 4d,gas,8930.0,clean,automatic,la,30.44,-91.12,high
minneapolis / st paul,2017.0,hyundai,veloster coupe,gas,70343.0,clean,automatic,mn,44.840182,-93.463783,medium
las vegas,2002.0,lexus,es 300,gas,14800.0,clean,automatic,nv,36.167,-115.361,low
redding,2011.0,chevrolet,silverado 1500 extended cab,gas,143438.0,clean,automatic,ca,38.669027,-121.333868,medium
richmond,2011.0,toyota,tacoma,gas,168000.0,clean,automatic,va,37.585607,-77.789469,medium
athens,1997.0,ford,ranger super cab,gas,165000.0,salvage,manual,ga,33.5637,-83.1702,low
"st louis, MO",2014.0,subaru,xv crosstrek limited,other,62991.0,clean,other,il,38.63,-90.24,medium
grand rapids,2014.0,subaru,outback,gas,134502.0,clean,automatic,mi,42.914352,-85.730042,medium
hickory / lenoir,2013.0,bmw,3 series,gas,32359.0,clean,automatic,nc,,,medium
jackson,2019.0,ram,3500 4x4 cummins,diesel,55822.0,clean,automatic,mi,41.8276,-83.8773,high
yuba-sutter,1997.0,lincoln,"mark viii intech v8 lsc - moon roof - leather,heat",gas,95674.0,clean,automatic,ca,38.5892,-121.4057,low
raleigh / durham / CH,2003.0,honda,accord sdn,gas,116429.0,clean,automatic,nc,35.885534,-78.263054,low
central NJ,2007.0,ford,expedition,gas,161928.0,clean,automatic,nj,40.188232,-74.753705,medium
western slope,2013.0,honda,odyssey,gas,109020.0,clean,automatic,co,39.674406,-104.998604,high
jacksonville,2010.0,toyota,tundra,gas,170569.0,clean,automatic,fl,30.2231,-81.7556,medium
tucson,2018.0,audi,q5 premium sport utility 4d,other,36722.0,clean,other,az,32.21,-110.96,high
modesto,2012.0,nissan,rogue,gas,170725.0,clean,automatic,ca,37.600004,-120.938713,low
phoenix,2012.0,chrysler,200 s convertible,gas,94000.0,clean,automatic,az,33.415628,-111.657894,medium
"kansas city, MO",2017.0,lincoln,navigator,gas,83988.0,clean,automatic,ks,38.382623,-93.77344,high
dallas / fort worth,2015.0,chevrolet,equinox 1 owner,gas,98597.0,clean,automatic,tx,32.906234,-96.698652,medium
muskegon,2014.0,chrysler,town & country,gas,164231.0,clean,automatic,mi,43.1824,-84.1122,low
springfield,2012.0,ford,fusion,gas,159723.0,clean,automatic,mo,38.05708,-91.401701,low
"kansas city, MO",2012.0,audi,a5 2.0t quattro premium,gas,48086.0,clean,other,ks,39.09,-94.58,medium
san diego,2017.0,jeep,cherokee trailhawk l plus,gas,31920.0,clean,automatic,ca,32.8933,-117.118915,high
kennewick-pasco-richland,2020.0,chevrolet,lifted silverado 1500,gas,15966.0,clean,automatic,wa,46.234838,-119.128015,high
san marcos,2015.0,volkswagen,beetle 1.8t fleet,gas,39649.0,clean,other,tx,29.88,-97.92,medium
des moines,2017.0,lexus,gx 460 premium,other,41555.0,clean,automatic,ia,41.653787,-93.698698,high
bellingham,2017.0,subaru,forester,gas,35241.0,clean,automatic,wa,48.756909,-122.452132,high
wyoming,2014.0,ram,5500,diesel,112902.0,clean,automatic,wy,40.374375,-104.694103,high
inland empire,2020.0,volkswagen,,gas,123456.0,clean,manual,ca,34.4449,-117.5196,low
hickory / lenoir,2014.0,toyota,tacoma access cab pickup,other,17805.0,clean,other,nc,35.73,-81.32,high
salem,2016.0,kia,soul,gas,63618.0,clean,automatic,or,44.039006,-121.303704,medium
chico,2012.0,buick,lacrosse touring,gas,159087.0,clean,automatic,ca,39.145315,-121.59608,low
pittsburgh,2012.0,chevrolet,sonic,gas,69500.0,clean,automatic,pa,39.86351,-79.763489,low
albuquerque,2016.0,ford,fusion,gas,137049.0,clean,automatic,nm,35.087703,-106.579999,low
atlanta,2008.0,nissan,quest,gas,194232.0,clean,automatic,ga,33.6053,-84.4813,low
rhode island,2001.0,cadillac,eldorado,gas,59000.0,clean,automatic,ri,41.6498,-71.474,low
central michigan,2013.0,lexus,gs 350 sedan 4d,gas,54357.0,clean,other,mi,42.7,-84.55,high
roanoke,2013.0,nissan,altima,gas,87004.0,clean,,va,37.335355,-79.859385,low
modesto,1982.0,gmc,2500 pick up,gas,121000.0,clean,automatic,ca,33.9291,-117.8845,medium
inland empire,,other,olet Impala,other,1.0,clean,other,ca,34.45193,-117.28706,low
sacramento,2020.0,volkswagen,arteon sel r-line,gas,3984.0,clean,other,ca,38.58,-121.49,high
"washington, DC",2014.0,chevrolet,express,gas,,clean,automatic,dc,38.762669,-77.461754,medium
flagstaff / sedona,1972.0,chevrolet,c10,gas,39000.0,clean,automatic,az,38.38629,-104.724034,high
bozeman,2012.0,chevrolet,impala,gas,103000.0,clean,automatic,mt,45.348309,-111.737866,low
oklahoma city,2015.0,chevrolet,cruze rs,gas,63437.0,clean,automatic,ok,35.5184,-97.5746,low
yakima,2017.0,infiniti,qx80,gas,58644.0,clean,automatic,wa,46.567948,-120.485788,high
jackson,2010.0,ram,1500,gas,145031.0,clean,automatic,mi,43.1824,-84.1122,medium
susanville,2014.0,rover,evoque,gas,102757.0,clean,automatic,ca,38.608933,-121.430188,medium
saginaw-midland-baycity,2015.0,hyundai,genesis coupe 3.8 2d,gas,20346.0,clean,other,mi,43.41,-83.94,high
southern maryland,2004.0,chevrolet,silverado,gas,185000.0,salvage,automatic,md,38.8377,-76.798,low
southwest KS,1973.0,mercedes-benz,benz 450sl,gas,161000.0,clean,automatic,ks,37.6836,-96.9648,low
toledo,2016.0,ford,f150 regular cab xl pickup,gas,14230.0,clean,other,oh,41.66,-83.58,high
eugene,1999.0,ford,f-350,diesel,181510.0,clean,automatic,or,45.382346,-122.605132,high
chicago,2014.0,dodge,grand caravan,gas,93405.0,clean,automatic,il,42.06685,-88.267779,medium
raleigh / durham / CH,2005.0,honda,odyssey ex at,gas,104845.0,,automatic,nc,38.217782,-77.50965,low
boise,2015.0,ford,c - max se hybrid,hybrid,146168.0,clean,automatic,id,40.74621,-111.93974,medium
columbia / jeff city,2019.0,honda,civic type r touring,gas,2066.0,clean,other,mo,38.95,-92.32,high
harrisonburg,1978.0,ford,f-150 ranger,gas,73000.0,lien,automatic,va,38.2346,-79.1791,low
ft myers / SW florida,2009.0,ram,1500,gas,180000.0,clean,automatic,fl,26.638,-81.836,medium
cleveland,2016.0,chevrolet,express commercial cutaway,gas,12398.0,clean,automatic,oh,40.468785,-74.281707,high
cleveland,2014.0,dodge,challenger r/t classic,other,13807.0,clean,other,oh,41.47,-81.67,high
western slope,2007.0,cadillac,srx,gas,118404.0,clean,automatic,co,38.406637,-107.844243,low
central NJ,2015.0,porsche,boxster roadster 2d,other,61163.0,clean,other,nj,40.22,-74.76,high
new hampshire,2009.0,ford,flex sel 3.5l awd suv,gas,180000.0,clean,automatic,nh,42.977356,-71.454804,low
milwaukee,2012.0,ford,escape,gas,1.0,clean,automatic,wi,41.622595,-87.633814,low
philadelphia,2019.0,gmc,savana g2500 6.0l,gas,21300.0,clean,automatic,pa,40.152432,-75.00189,high
atlanta,2008.0,other,S60 2.5 t5,gas,164000.0,clean,automatic,ga,34.0213,-84.3104,low
green bay,2018.0,jeep,grand cherokee,gas,36000.0,lien,automatic,wi,45.2617,-88.078,high
long island,2010.0,acura,tl sedan 4d,gas,88542.0,clean,other,ny,40.8,-73.12,medium
minneapolis / st paul,2020.0,hyundai,accent se sedan 4d,gas,18336.0,clean,automatic,mn,45.20332,-93.39728,medium
kennewick-pasco-richland,2015.0,ford,f-150,gas,134471.0,clean,automatic,wa,45.509778,-122.967379,high
san antonio,2012.0,volkswagen,jetta,gas,124551.0,clean,manual,tx,29.4973,-98.4252,low
san luis obispo,2013.0,chevrolet,camaro,gas,84015.0,clean,automatic,ca,35.02422,-120.47218,medium
san diego,2005.0,toyota,camry,gas,205000.0,clean,automatic,ca,32.767707,-117.028916,low
toledo,2011.0,toyota,sienna,gas,126996.0,clean,automatic,oh,40.573231,-84.184755,medium
anchorage / mat-su,2006.0,subaru,baja turbo,gas,104000.0,salvage,automatic,ak,61.1549,-149.8866,low
jersey shore,2004.0,ram,2500,gas,149000.0,clean,automatic,nj,40.1481,-74.2137,low
spokane / coeur d'alene,2017.0,ram,1500 laramie 4x4 gas,gas,52216.0,clean,automatic,id,47.65613,-117.236949,high
denver,2010.0,porsche,panamera 4s sedan 4d,gas,63694.0,clean,other,co,39.76,-104.87,high
mankato,2018.0,hyundai,sonata se sedan 4d,gas,24163.0,clean,other,mn,44.16,-93.99,medium
cincinnati,2020.0,kia,forte fe sedan 4d,gas,1082.0,clean,other,oh,39.09,-84.51,medium
sarasota-bradenton,2010.0,audi,a4,gas,99098.0,clean,automatic,fl,27.0933,-82.4498,low
topeka,2002.0,gmc,4500,diesel,100000.0,clean,automatic,ks,38.716055,-95.84919,low
"st louis, MO",2004.0,ford,explorer xlt,gas,217427.0,clean,automatic,il,38.6108,-90.292,low
western massachusetts,2018.0,acura,ilx technology plus and,other,,clean,automatic,ma,42.11,-72.53,high
fresno / madera,2004.0,bmw,x3,gas,87643.0,clean,automatic,ca,36.815675,-119.695804,low
indianapolis,2018.0,audi,s4 prestige sedan 4d,other,33824.0,clean,other,in,39.77,-86.14,high
cleveland,2015.0,nissan,rogue,gas,63564.0,clean,automatic,oh,41.24643,-81.35853,medium
grand rapids,2014.0,chrysler,200,gas,88000.0,clean,automatic,mi,42.9737,-85.7265,low
north jersey,2018.0,ford,transit passenger,gas,28194.0,clean,automatic,nj,40.990965,-74.347378,high
okaloosa / walton,1997.0,other,Thomas School Bus,diesel,135000.0,clean,automatic,fl,37.13284,-95.78558,low
detroit metro,2019.0,subaru,forester sport suv 4d,gas,11113.0,clean,other,mi,42.58,-82.81,high
fayetteville,2006.0,chevrolet,equinox,gas,150088.0,clean,automatic,nc,35.58096,-78.81976,low
akron / canton,2013.0,ford,f-250 sd,gas,143822.0,clean,automatic,oh,40.85882,-81.57895,high
birmingham,2019.0,gmc,savana,gas,24585.0,clean,automatic,al,36.4641,-86.65828,high
stockton,2017.0,toyota,rav4,gas,47551.0,clean,automatic,ca,38.020966,-121.28853,medium
vermont,2015.0,jeep,grand cherokee,gas,104194.0,clean,automatic,vt,42.857322,-71.281917,low
winston-salem,2013.0,audi,a6,gas,127051.0,clean,automatic,nc,,,medium
florida keys,2019.0,audi,q8 premium sport utility 4d,gas,8798.0,clean,automatic,fl,25.08,-80.44,high
birmingham,2020.0,gmc,yukon slt sport utility 4d,other,33829.0,clean,other,al,33.52,-86.79,high
monterey bay,2014.0,kia,sorento,gas,71091.0,clean,automatic,ca,37.321152,-121.950555,medium
dallas / fort worth,2017.0,jaguar,xf 20d prestige sedan 4d,other,32431.0,clean,automatic,tx,32.79,-96.76,high
hawaii,2018.0,audi,q3,gas,11351.0,clean,automatic,hi,21.296235,-157.859345,high
tampa bay area,2000.0,lincoln,ls,gas,69000.0,clean,automatic,fl,28.2129,-82.6807,low
chico,2018.0,kia,soul wagon 4d,gas,26506.0,clean,other,ca,39.71,-121.81,medium
bozeman,2019.0,jeep,grand cherokee,gas,20739.0,clean,automatic,mt,47.7989,-116.7423,high
austin,2005.0,toyota,sequoia limited,gas,218000.0,clean,automatic,tx,30.491106,-97.572155,low
frederick,2020.0,mazda,mx-5 miata club,gas,2195.0,clean,other,md,39.42,-77.41,high
fresno / madera,2015.0,toyota,corolla,gas,96955.0,clean,automatic,ca,38.611926,-121.423565,medium
orlando,2006.0,bmw,325ci convertible,gas,167590.0,clean,automatic,fl,28.681011,-81.256445,low
vermont,2019.0,ford,f-350 flat bed,gas,34158.0,clean,automatic,vt,43.9919,-73.1716,high
san diego,2019.0,other,Genesis G70 2.0T Advanced Sedan,gas,1639.0,clean,other,ca,32.86,-117.24,high
heartland florida,2014.0,chevrolet,silverado 1500 lt,gas,65550.0,clean,automatic,fl,27.234099,-80.829894,high
jacksonville,2020.0,ford,ranger supercab xl pickup,gas,10688.0,clean,other,fl,30.33,-81.65,high
minneapolis / st paul,1987.0,jeep,grand cherokee,gas,161744.0,salvage,other,mn,44.9394,-92.7716,medium
central NJ,2019.0,mini,cooper,gas,73037.0,clean,automatic,nj,40.923344,-74.143356,high
skagit / island / SJI,2014.0,ram,2500 tradesman,diesel,198339.0,clean,automatic,wa,47.81247,-122.32164,high
odessa / midland,1996.0,ford,f700,gas,52686.0,clean,manual,tx,33.5924,-101.9367,medium
montgomery,2019.0,cadillac,xt4 sport suv 4d,other,12102.0,clean,other,al,32.35,-86.28,high
nashville,2015.0,ford,explorer,gas,92908.0,,automatic,tn,36.138022,-86.732261,medium
bellingham,2018.0,jeep,wrangler unlimited sport,gas,15047.0,clean,automatic,wa,47.841211,-122.297249,high
wenatchee,2017.0,ford,f-150,,70927.0,clean,automatic,wa,47.434493,-120.320759,high
baltimore,2015.0,chevrolet,ss sedan 4d,gas,48774.0,clean,other,md,39.3,-76.61,high
new york city,2007.0,mazda,3,gas,135000.0,clean,automatic,ny,40.6548,-73.6097,low
columbus,1990.0,mazda,miata mx-5,gas,158000.0,clean,manual,oh,40.08755,-83.040848,low
houston,2019.0,volvo,xc40 t5 momentum sport,other,39813.0,clean,other,tx,29.76,-95.38,high
lubbock,2017.0,ford,f250 lariat 4x4 diesel,diesel,160867.0,clean,automatic,tx,30.663,-97.9316,high
maine,2014.0,ford,escape,gas,143515.0,clean,automatic,me,44.0985,-70.1916,low
lima / findlay,2001.0,ford,f-150,gas,142071.0,clean,automatic,oh,40.4051,-84.2103,low
evansville,2016.0,nissan,frontier crew cab pro-4x,gas,24661.0,clean,automatic,in,37.98,-87.54,high
rhode island,2005.0,chevrolet,colorado z71,gas,140000.0,clean,automatic,ri,41.7845,-71.3959,low
grand rapids,2015.0,mitsubishi,mirage,gas,85657.0,clean,automatic,mi,42.898299,-85.804452,low
st cloud,2012.0,chevrolet,silverado 2500hd,gas,85450.0,clean,automatic,mn,45.1263,-94.5268,high
hudson valley,2007.0,ford,e350 12-passenger van,gas,100400.0,clean,automatic,ny,41.3554,-74.2651,medium
southwest KS,2009.0,saturn,vue hybrid,gas,109204.0,clean,automatic,ks,37.749544,-100.064163,low
austin,2017.0,ford,e450 bus,gas,15800.0,lien,automatic,tx,33.9631,-118.3941,high
detroit metro,2012.0,chevrolet,express cargo van,gas,145600.0,clean,automatic,mi,41.60201,-83.786937,medium
"kansas city, MO",2017.0,ford,escape,gas,174582.0,clean,automatic,ks,39.011818,-94.27298,medium
fort collins / north CO,2002.0,toyota,highlander,gas,202640.0,clean,other,co,40.589199,-105.074448,low
gainesville,2013.0,honda,odyssey,gas,139327.0,clean,automatic,fl,28.567037,-81.291542,medium
dothan,2000.0,ford,expedition,gas,171000.0,clean,automatic,al,31.086,-85.7192,low
cincinnati,2012.0,chevrolet,silverado 3500hd,diesel,188004.0,clean,automatic,oh,40.484468,-83.922597,high
greensboro,2016.0,kia,soul wagon 4d,gas,23972.0,clean,other,nc,36.07,-79.82,medium
saginaw-midland-baycity,2007.0,gmc,yukon,gas,204306.0,clean,automatic,mi,43.1824,-84.1122,low
northwest GA,2015.0,ford,fusion se,gas,99000.0,clean,automatic,ga,34.5404,-84.727,low
huntsville / decatur,2016.0,chevrolet,impala,gas,121792.0,clean,automatic,al,34.737481,-86.653907,medium
los angeles,2018.0,mitsubishi,outlander phev sel,gas,49231.0,clean,other,ca,34.61,-118.27,medium
seattle-tacoma,2013.0,dodge,charger r/t,gas,138964.0,clean,automatic,wa,47.2002,-121.967,medium
grand rapids,2011.0,cadillac,srx,gas,174980.0,clean,automatic,mi,43.1824,-84.1122,low
springfield,2014.0,mazda,cx-5 touring,gas,152900.0,clean,automatic,il,39.7622,-89.6275,low
daytona beach,2020.0,kia,sportage lx sport utility 4d,gas,19702.0,clean,other,fl,29.19,-81.05,medium
watertown,2007.0,lexus,rx 350,gas,172700.0,clean,automatic,ny,43.205252,-75.422916,low
detroit metro,2017.0,ford,escape,gas,92129.0,rebuilt,automatic,mi,42.6382,-83.639,medium
albuquerque,2015.0,nissan,sentra sv,gas,91000.0,clean,automatic,nm,35.1347,-106.6427,low
fredericksburg,2007.0,toyota,fj cruiser,gas,133143.0,clean,automatic,va,38.25997,-77.49321,medium
boise,2018.0,ford,f-150 lariat,gas,61341.0,clean,automatic,id,43.619468,-116.337566,high
"washington, DC",2021.0,other,WOLF RUGBY II,gas,500.0,clean,automatic,dc,38.759303,-77.454234,low
saginaw-midland-baycity,2013.0,chrysler,town & country,gas,126386.0,clean,automatic,mi,43.1824,-84.1122,low
killeen / temple / ft hood,2016.0,hyundai,elantra gt,other,92255.0,clean,automatic,tx,31.124479,-97.721092,medium
peoria,2018.0,gmc,acadia sle-2 sport utility,gas,27973.0,clean,other,il,40.74,-89.6,high
boston,2017.0,ford,expedition xlt sport,other,71758.0,clean,other,ma,42.78,-71.08,high
fairbanks,2019.0,volkswagen,jetta,gas,10871.0,clean,other,ak,64.81552,-147.71293,medium
wichita,2017.0,mercedes-benz,glc,gas,36358.0,clean,automatic,ks,38.990868,-95.233358,high
sarasota-bradenton,2010.0,honda,cr-v,gas,204880.0,clean,automatic,fl,27.318691,-82.450523,low
hudson valley,2015.0,volkswagen,gti,gas,31000.0,clean,manual,ny,41.1995,-74.0021,medium
boise,2018.0,hyundai,sonata,gas,27623.0,clean,automatic,id,43.633,-116.2951,high
wichita,2016.0,ford,escape,gas,16747.0,clean,automatic,ks,37.710584,-97.209255,medium
great falls,2008.0,dodge,dakota slt 4x4 crew,gas,86000.0,clean,automatic,mt,47.49536,-111.297502,medium
tuscarawas co,2020.0,lexus,nx 300 sport utility 4d,gas,6185.0,clean,other,oh,40.35,-81.43,high
phoenix,1979.0,chevrolet,k10,gas,283466.0,clean,automatic,az,33.422432,-111.511728,low
brainerd,1987.0,other,ASC McClaren,gas,49800.0,clean,automatic,mn,46.4799,-93.6454,medium
chattanooga,2012.0,ford,f250 super duty,gas,26896.0,clean,automatic,tn,34.9506,-85.2432,high
des moines,2009.0,jeep,patriot,gas,98737.0,clean,manual,ia,42.504823,-92.405569,low
toledo,2016.0,dodge,grand caravan,gas,83000.0,rebuilt,automatic,oh,41.5945,-83.8718,medium
frederick,2016.0,ford,f150 super cab xl pickup 4d,gas,44339.0,clean,other,md,39.42,-77.41,high
tyler / east TX,2011.0,mercedes-benz,cl-class cl 550,gas,66944.0,clean,automatic,tx,32.32,-95.3,high
lake of the ozarks,2007.0,chevrolet,equinox,gas,183000.0,clean,automatic,mo,38.003089,-92.755315,low
san antonio,2019.0,ram,1500,gas,19515.0,clean,automatic,tx,29.53723,-98.4147,high
kalamazoo,2017.0,lincoln,mkx reserve sport,gas,23545.0,clean,automatic,mi,42.27,-85.58,high
bend,2018.0,jeep,renegade,gas,39151.0,clean,automatic,or,45.334794,-122.762079,medium
appleton-oshkosh-FDL,2020.0,cadillac,ct5 premium luxury,gas,14215.0,clean,other,wi,44.26,-88.39,high
lima / findlay,2019.0,gmc,yukon,gas,28680.0,clean,automatic,oh,40.573231,-84.184755,high
vermont,2013.0,subaru,impreza,gas,130000.0,clean,manual,vt,44.457974,-73.146114,low
new orleans,1963.0,lincoln,continental,gas,51973.0,clean,automatic,la,33.6372,-96.6184,high
worcester / central MA,2002.0,mercury,mountaineer,gas,141000.0,clean,automatic,ma,41.9296,-71.3009,low
spokane / coeur d'alene,2015.0,toyota,4runner,gas,139398.0,clean,automatic,id,46.9996,-120.5163,high
savannah / hinesville,1978.0,gmc,cabellero,gas,49389.0,clean,automatic,ga,32.7993,-80.006,medium
lubbock,2004.0,toyota,matrix xr,gas,167000.0,clean,automatic,tx,33.56211,-101.856754,low
sacramento,2018.0,jeep,wrangler unlimited sport s,other,31178.0,clean,other,ca,38.58,-121.49,high
tampa bay area,2008.0,honda,cr-v,gas,148172.0,clean,automatic,fl,27.838871,-82.714995,low
des moines,2003.0,mercedes-benz,sl55,gas,83000.0,clean,automatic,ia,42.4755,-92.2812,medium
